,Dataset,Anomaly_Python,F1Score_Python_Modified,F1Score_Python_Default,Dataset,Threshold_R,F1Score_R_Modified,F1Score_R_default,Dataset,Threshold_Matlab,F1Score_Matlab_Modified,F1Score_Matlab_Default,Dataset,SKlearn_R_Modified_ARI,SKlearn_R_Default_ARI,SKlearn_Matlab_Modified_ARI,SKlearn_Matlab_Default_ARI,Matlab_R_Modified_ARI,Matlab_R_Default_ARI
10,PizzaCutter3.csv,1.342281879194631,0.8705656759348035,0.8705656759348035,PizzaCutter3.csv,1.482895955,0.931619537,0.439739414,PizzaCutter3.csv,1.499116661,0.042553191,0.177419355,PizzaCutter3.csv,0.92577056726159,-0.0145699481611151,1.0,0.0178823288002266,0.92577056726159,-0.0230480471274331
11,analcatdata_apnea1.csv,0.0,0.871578947368421,0.871578947368421,analcatdata_apnea1.csv,10.45898568,0.931383577,0.90781797,analcatdata_apnea1.csv,10.45850355,0.0,0.0,analcatdata_apnea1.csv,1.0,0.0,1.0,1.0,1.0,0.0
12,analcatdata_apnea2.csv,0.0,0.8652631578947368,0.8652631578947368,analcatdata_apnea2.csv,10.45898568,0.927765237,0.903981265,analcatdata_apnea2.csv,10.45850355,0.0,0.0,analcatdata_apnea2.csv,1.0,0.0,1.0,1.0,1.0,0.0
13,analcatdata_apnea3.csv,0.0,0.8777777777777779,0.8777777777777779,analcatdata_apnea3.csv,10.45898568,0.934911243,0.907749077,analcatdata_apnea3.csv,10.45850355,0.0,0.0,analcatdata_apnea3.csv,1.0,0.0,1.0,1.0,1.0,0.0
14,analcatdata_challenger.csv,13.043478260869565,0.8188405797101449,0.8188405797101449,analcatdata_challenger.csv,1.639035804,0.891566265,0.966292135,analcatdata_challenger.csv,1.639035804,0.0,0.0,analcatdata_challenger.csv,0.5463389551624845,0.0,0.5463389551624845,0.0,1.0,1.0
15,analcatdata_chlamydia.csv,0.0,0.81,0.81,analcatdata_chlamydia.csv,10.47505135,0.895027624,0.751592357,analcatdata_chlamydia.csv,10.47966733,0.0,0.0,analcatdata_chlamydia.csv,1.0,0.0,1.0,1.0,1.0,0.0
16,analcatdata_lawsuit.csv,4.545454545454546,0.9128787878787878,0.9128787878787878,analcatdata_lawsuit.csv,1.514289767,0.957746479,0.504559271,analcatdata_lawsuit.csv,1.517045201,0.258064516,0.06557377,analcatdata_lawsuit.csv,0.9050927178057052,-0.0202522338254916,1.0,0.0022037510442094,0.9050927178057052,-0.0378527646286917
17,analcatdata_neavote.csv,0.0,0.93,0.93,analcatdata_neavote.csv,10.47534904,0.96373057,0.476190476,analcatdata_neavote.csv,10.4749995,0.0,0.0,analcatdata_neavote.csv,1.0,0.0,1.0,0.0,1.0,-0.0565594917100044
18,annthyroid.mat,3.958333333333333,0.9118055555555556,0.9118055555555556,annthyroid.mat,1.485053661,0.952948973,0.387437065,annthyroid.mat,1.499467377,0.224664225,0.123587038,annthyroid.mat,0.9566381710365456,-0.0373520558899826,1.0,0.0645111701940587,0.9566381710365456,-0.0351948842240909
19,appendicitis.csv,10.37735849056604,0.7169811320754716,0.7169811320754716,appendicitis.csv,1.508832815,0.833333333,0.345454545,appendicitis.csv,1.500946699,0.0625,0.064516129,appendicitis.csv,1.0,-0.0911510002100791,1.0,-0.0051926339340594,1.0,-0.0536455109727846
20,ar1.csv,22.31404958677686,0.768595041322314,0.768595041322314,ar1.csv,1.477572988,0.86407767,0.551282051,ar1.csv,1.540223289,0.222222222,0.142857143,ar1.csv,0.9279115012170784,-0.0204655346902057,1.0,0.0874724473918629,0.9279115012170784,-0.0371886728079153
21,ar3.csv,38.095238095238095,0.6825396825396826,0.6825396825396826,ar3.csv,1.568002107,0.787234043,0.48,ar3.csv,1.555750417,0.375,0.235294118,ar3.csv,1.0,-0.018866313812532,1.0,0.0064389886546562,1.0,-0.074095641610024
22,ar4.csv,16.822429906542055,0.8317757009345794,0.8317757009345794,ar4.csv,1.46105352,0.897727273,0.487394958,ar4.csv,1.499630637,0.526315789,0.222222222,ar4.csv,1.0,-0.0604491267409502,1.0,0.01046328856264,1.0,-0.0405451435675026
23,ar6.csv,37.62376237623762,0.6732673267326733,0.6732673267326733,ar6.csv,1.413875182,0.77852349,0.552845528,ar6.csv,1.494778381,0.377358491,0.148148148,ar6.csv,0.9213725201558112,-0.0131693526636578,1.0,-0.0116725666549928,0.9213725201558112,-0.0351599739444882
24,arsenic-female-bladder.csv,6.440071556350627,0.849731663685152,0.849731663685152,arsenic-female-bladder.csv,1.533084934,0.916167665,0.498507463,arsenic-female-bladder.csv,1.500207046,0.275862069,0.144927536,arsenic-female-bladder.csv,1.0,-0.0215216262746141,1.0,0.0820182122383178,1.0,-0.0210996169362525
25,arsenic-female-lung.csv,6.440071556350627,0.9552772808586762,0.9552772808586762,arsenic-female-lung.csv,1.533084934,0.976481656,0.514363885,arsenic-female-lung.csv,1.500207046,0.545454545,0.103896104,arsenic-female-lung.csv,1.0,-0.0215216262746141,1.0,0.0820182122383178,1.0,-0.0210996169362525
26,arsenic-male-bladder.csv,5.366726296958855,0.9534883720930232,0.9534883720930232,arsenic-male-bladder.csv,1.511315087,0.97556391,0.483240223,arsenic-male-bladder.csv,1.508880073,0.518518519,0.118811881,arsenic-male-bladder.csv,1.0,-0.01813300736532,1.0,0.0961206122336468,1.0,-0.0252823009596527
27,arsenic-male-lung.csv,5.366726296958855,0.9695885509838998,0.9695885509838998,arsenic-male-lung.csv,1.511315087,0.984186047,0.489683631,arsenic-male-lung.csv,1.508880073,0.604651163,0.111111111,arsenic-male-lung.csv,1.0,-0.01813300736532,1.0,0.0961206122336468,1.0,-0.0252823009596527
28,backache.csv,2.2222222222222223,0.8722222222222223,0.8722222222222223,backache.csv,1.548212124,0.930513595,0.403940887,backache.csv,1.550923512,0.206896552,0.0,backache.csv,1.0,-0.0261724692964081,1.0,0.1493288069037749,1.0,-0.0425454263886895
29,bank-marketing.csv,3.4948020349480204,0.8666224286662243,0.8666224286662243,bank-marketing.csv,1.508659711,0.927657539,0.450873568,bank-marketing.csv,1.499076239,0.111929308,0.164821648,bank-marketing.csv,0.9789295856747036,-0.0204354726512081,1.0,0.0663630609872773,0.9789295856747036,-0.02564419453097
30,breastw.mat,24.30453879941435,0.4421669106881405,0.4421669106881405,breastw.mat,2.477854895,0.578563996,0.644718793,breastw.mat,0.0,0.0,0.037151703,breastw.mat,0.3605252880544414,-0.0062705016771645,0.0,0.066773124799932,0.0,-0.0143502179944196
31,cardio.mat,2.1299836155106497,0.892408519934462,0.892408519934462,cardio.mat,1.493640285,0.942848854,0.35413643,cardio.mat,1.495223682,0.08372093,0.141809291,cardio.mat,0.9726903305713748,-0.0182084905923579,1.0,0.0065622155754359,0.9726903305713748,-0.0117257204631219
32,churn.csv,0.2799999999999999,0.857,0.857,churn.csv,1.509421901,0.922944283,0.338727889,churn.csv,1.546158487,0.008321775,0.018641811,churn.csv,1.0,-0.0041092280084364,1.0,0.1672413349768996,1.0,-0.0111576891922366
33,climate-model-simulation-crashes.csv,0.0,0.9148148148148147,0.9148148148148147,climate-model-simulation-crashes.csv,10.47491052,0.955512573,0.516594517,climate-model-simulation-crashes.csv,10.47081737,0.0,0.13592233,climate-model-simulation-crashes.csv,1.0,0.0,1.0,0.0,1.0,-0.0227323490385441
34,coil2000.csv,3.614335165953981,0.9086744043982896,0.9086744043982896,coil2000.csv,1.511524763,0.952253649,0.462670701,coil2000.csv,1.505585025,0.048884166,0.100540885,coil2000.csv,0.9405437550333068,-0.0297050397869707,0.9530224789091326,0.0295274857214554,0.9405437550333068,-0.0251686869513047
35,datatrieve.csv,5.384615384615385,0.8769230769230769,0.8769230769230769,datatrieve.csv,1.527710895,0.933884298,0.458598726,datatrieve.csv,1.526480772,0.111111111,0.222222222,datatrieve.csv,1.0,-0.0511019887601265,1.0,0.0824294431453678,1.0,-0.0246456045593367
36,dis.csv,0.3181336161187699,0.9814422057264052,0.9814422057264052,dis.csv,1.505548477,0.990634199,0.402834443,dis.csv,1.499494027,0.0,0.048275862,dis.csv,0.9159115690016,-0.0041869721058597,1.0,0.0173922578618808,0.9159115690016,-0.0258036293921662
37,fertility.csv,0.0,0.88,0.88,fertility.csv,10.48707005,0.936170213,0.407079646,fertility.csv,10.48637574,0.0,0.193548387,fertility.csv,1.0,0.0,1.0,0.0,1.0,-0.067572485745481
38,flare.csv,21.482176360225143,0.6801125703564728,0.6801125703564728,flare.csv,0.0,0.0,0.81855549,flare.csv,0.0,0.0,0.179104478,flare.csv,0.0,0.0319875929843084,0.0,-0.0024496395017979,0.0,0.1810567400151669
39,glass.mat,17.289719626168225,0.8411214953271028,0.8411214953271028,glass.mat,1.49318688,0.905759162,0.347826087,glass.mat,1.494602358,0.260869565,0.0,glass.mat,0.8662993636727773,-0.0490264023930584,1.0,0.0552157150246025,0.8662993636727773,-0.0632241920241391
40,ionosphere.mat,34.75783475783476,0.8404558404558404,0.8404558404558404,ionosphere.mat,1.489631471,0.876651982,0.279245283,ionosphere.mat,1.499694962,0.774193548,0.612765957,ionosphere.mat,0.9770860987587148,-0.0535478708473807,1.0,0.1772020391928587,0.9770860987587148,-0.0617169495378656
41,kc1.csv,8.060692271218587,0.7799905168326221,0.7724039829302988,kc1.csv,1.641532184,0.873723804,0.721635434,kc1.csv,0.0,0.0,0.267326733,kc1.csv,0.752825855276546,0.0087208010592699,0.0,0.0415332875864762,0.0,0.0647362875033001
42,kc3.csv,13.31877729257642,0.8122270742358079,0.8122270742358079,kc3.csv,0.0,0.0,0.623417722,kc3.csv,0.0,0.0,0.12962963,kc3.csv,0.0,0.0059386138450163,0.0,-0.0089713686898572,0.0,0.0044235375862908
43,letter.mat,0.5625,0.941875,0.941875,letter.mat,1.501649236,0.96991265,0.404875464,letter.mat,1.498407067,0.146788991,0.211180124,letter.mat,1.0,-0.0074874242334935,1.0,0.0457347798869418,1.0,-0.0054772374556428
44,lungcancer_GSE31210.csv,3.982300884955752,0.831858407079646,0.831858407079646,lungcancer_GSE31210.csv,1.522013814,0.906862745,0.317596567,lungcancer_GSE31210.csv,1.522374313,0.136363636,0.051282051,lungcancer_GSE31210.csv,1.0,-0.0507713460287954,1.0,-0.0238195924236231,1.0,-0.0252372014316064
45,lympho.mat,0.0,0.9594594594594594,0.9594594594594594,lympho.mat,10.48413025,0.979310345,0.448087432,lympho.mat,10.48524844,0.0,0.0,lympho.mat,1.0,0.0,1.0,0.0,1.0,-0.0082817635932937
46,mammography.mat,1.6900652776535814,0.9670034874362872,0.9670034874362872,mammography.mat,1.4999676,0.982981247,0.639658056,mammography.mat,1.500327677,0.178173719,0.07980653,mammography.mat,0.9777480449162828,-0.0024670180259165,1.0,0.0925606432334651,0.9777480449162828,-0.0035943723674072
47,mc1.csv,13.39530952884006,0.8622438199873231,0.8622438199873231,mc1.csv,1.780857072,0.925551262,0.906930923,mc1.csv,0.0,0.0,0.089552239,mc1.csv,0.8918896361011368,0.296432063092838,0.0,0.0982203429649743,0.0,0.2000016359629619
48,mnist.mat,0.0920689201630935,0.9075364987504934,0.9075364987504934,mnist.mat,1.5008875,0.951513898,0.227832044,mnist.mat,1.500086604,0.005657709,0.018396846,mnist.mat,1.0,-0.0015589697779088,1.0,0.0275618956533821,1.0,-0.0096374181248676
49,musk.mat,0.0,0.9683213585891576,0.9683213585891576,musk.mat,10.4835872,0.983905757,0.464413722,musk.mat,10.48430374,0.0,0.120481928,musk.mat,1.0,0.0,1.0,0.0,1.0,-0.0079383003105362
50,mw1.csv,2.977667493796526,0.9032258064516128,0.9032258064516128,mw1.csv,1.399144264,0.948885976,0.467741935,mw1.csv,1.397039099,0.093023256,0.06741573,mw1.csv,1.0,-0.0292476813433564,1.0,0.0063389472721356,1.0,-0.0116318635643222
51,oil_spill.csv,6.510138740661686,0.9231590181430096,0.9231590181430096,oil_spill.csv,1.509838226,0.958239278,0.454155955,oil_spill.csv,1.497632671,0.294117647,0.082191781,oil_spill.csv,0.8623106718927237,-0.0363637844209021,1.0,0.0444603279483539,0.8623106718927237,-0.0461271851118116
52,optdigits.mat,0.1725460122699386,0.9706671779141104,0.9706671779141104,optdigits.mat,0.0,0.0,0.336228085,optdigits.mat,1.500288488,0.037735849,0.161849711,optdigits.mat,0.0,-0.0025739059698554,1.0,-0.0024721236749375,0.0,-0.0064913148342656
53,ozone-level-8hr.csv,2.209944751381215,0.9210734017363852,0.9210734017363852,ozone-level-8hr.csv,1.518113888,0.958779885,0.328919861,ozone-level-8hr.csv,1.507132167,0.074074074,0.020725389,ozone-level-8hr.csv,0.9238972010928064,-0.0273023025866755,0.9618883449653208,0.1388595874010754,0.9618883449653208,-0.0184901215877553
54,pc1.csv,4.959422903516682,0.8954012623985572,0.8954012623985572,pc1.csv,1.521605955,0.944391179,0.513286713,pc1.csv,1.50911059,0.121212121,0.057377049,pc1.csv,0.9789143971849864,-0.0091477666300778,1.0,0.0281225555381039,0.9789143971849864,-0.0236288726778071
55,pc2.csv,15.065306852746463,0.8473787797459295,0.8473787797459295,pc2.csv,1.51224738,0.917482789,0.881573665,pc2.csv,1.591088866,0.013872832,0.011299435,pc2.csv,0.852185584808168,0.1184660740254049,0.9571308706163024,0.0732626065222886,0.8557290660923996,0.2505028924666932
56,pc3.csv,5.054382597568778,0.8547664747280871,0.8547664747280871,pc3.csv,1.511117032,0.921371666,0.46121372,pc3.csv,1.500642414,0.050209205,0.090909091,pc3.csv,0.9852703450652646,-0.0129381318704667,1.0,0.0483102056560005,0.9852703450652646,-0.0311129085537534
57,pc4.csv,6.241426611796983,0.827846364883402,0.827846364883402,pc4.csv,1.63606243,0.904420098,0.486766398,pc4.csv,1.547940411,0.066914498,0.205655527,pc4.csv,0.8433185005843901,-0.0185215076812366,0.960337946800651,0.0384513969017367,0.8561749788023608,-0.0471705298954338
58,pendigits.mat,1.3973799126637554,0.9656477438136828,0.9656477438136828,pendigits.mat,1.503755531,0.982502966,0.35510602,pendigits.mat,1.499843984,0.063492063,0.03988604,pendigits.mat,0.9457605395695826,-0.0162336162753525,1.0,0.1163779828910239,0.9457605395695826,-0.0259385388072453
59,pima.mat,2.734375,0.64453125,0.64453125,pima.mat,1.49334302,0.77947073,0.343195266,pima.mat,1.501196954,0.055363322,0.072368421,pima.mat,0.9484226731422016,-0.0059830970640268,1.0,0.0679270189650285,0.9484226731422016,-0.0409343010610566
60,satellite.mat,2.035742035742036,0.6846930846930847,0.6846930846930847,satellite.mat,1.491193864,0.81024012,0.234505863,satellite.mat,1.500218556,0.062759575,0.016456922,satellite.mat,0.9675764331484812,-0.026618513745085,0.991886540938392,0.0903545849438195,0.959483153683482,-0.0058095981516626
61,satimage-2.mat,2.378080303291401,0.9677752886438048,0.9677752886438048,satimage-2.mat,1.490580445,0.983767658,0.254329991,satimage-2.mat,1.500096242,0.105263158,0.103092784,satimage-2.mat,0.9689053446054848,-0.025657974795928,0.9922182874916486,0.1123346815540809,0.9611450951897268,-0.0053254950495859
62,shuttle.mat,2.535796484510255,0.9118479744179888,0.9118479744179888,shuttle.mat,1.512285821,0.953359447,0.444099171,shuttle.mat,1.511637175,0.087047939,0.088476632,shuttle.mat,0.957603485756373,-0.0206924518635862,0.9610580687364364,0.1013538569789541,0.9472465175715876,-0.0370238098948333
63,smtp.mat,2.564210349321115,0.9744840052124932,0.9744840052124932,smtp.mat,1.497514741,0.98701036,0.510225173,smtp.mat,1.504273346,0.017004049,0.001007992,smtp.mat,0.9531735301255956,-0.0127603202336073,0.9845153051484256,0.0208266514412101,0.9527327666833916,-0.0295656507848198
64,synthetic_control.csv,0.0,0.8333333333333334,0.8333333333333334,synthetic_control.csv,10.48645897,0.909090909,0.476190476,synthetic_control.csv,10.48781052,0.0,0.0,synthetic_control.csv,1.0,0.0,1.0,1.0,1.0,0.0
65,thoracic_surgery.csv,3.404255319148936,0.825531914893617,0.825531914893617,thoracic_surgery.csv,1.546501012,0.903981265,0.429906542,thoracic_surgery.csv,1.514276734,0.046511628,0.08,thoracic_surgery.csv,1.0,-0.0050150248886157,1.0,0.0813948678697762,1.0,-0.0190961388315426
66,thyroid.mat,3.976670201484624,0.9483032873807,0.9483032873807,thyroid.mat,1.518430766,0.97274346,0.357698289,thyroid.mat,1.507053696,0.197530864,0.043360434,thyroid.mat,0.917795416580252,-0.044867224395132,0.9699958252613884,0.1108230409418399,0.932669962292858,-0.0400662540401348
67,vertebral.mat,4.583333333333333,0.8375,0.8375,vertebral.mat,1.490029854,0.911161731,0.301587302,vertebral.mat,1.488586725,0.048780488,0.081632653,vertebral.mat,1.0,-0.0572645913403471,1.0,0.1980460463089991,1.0,-0.083241501112696
68,visualizing_livestock.csv,0.0,0.8076923076923077,0.8076923076923077,visualizing_livestock.csv,10.47609542,0.893617021,0.598870056,visualizing_livestock.csv,10.48032582,0.0,0.0,visualizing_livestock.csv,1.0,0.0,1.0,1.0,1.0,0.0
69,vowels.mat,1.098901098901099,0.9642857142857144,0.9642857142857144,vowels.mat,1.509595963,0.981026001,0.400681044,vowels.mat,1.508465307,0.212121212,0.166666667,vowels.mat,0.935489157096442,-0.014194342775004,1.0,0.039378904109792,0.935489157096442,-0.0049985558922209
70,wbc.mat,7.4074074074074066,0.9285714285714286,0.9285714285714286,wbc.mat,1.504657087,0.961810467,0.254278729,wbc.mat,1.498246335,0.448979592,0.074074074,wbc.mat,0.9115015656564482,-0.0792746554965142,1.0,0.1417083378762798,0.9115015656564482,-0.0241719305214659
71,wilt.csv,2.149204381070469,0.9266377350692292,0.9266377350692292,wilt.csv,1.512334177,0.961881241,0.368132839,wilt.csv,1.499342722,0.02739726,0.064638783,wilt.csv,0.9692637780451266,-0.0253943866564687,1.0,0.0845616397090253,0.9692637780451266,-0.048774546145085
72,wine.mat,16.27906976744186,0.9147286821705426,0.9147286821705426,wine.mat,1.481916935,0.95154185,0.423076923,wine.mat,1.482223659,0.64516129,0.074074074,wine.mat,1.0,0.0388710303927475,1.0,0.0070081985507462,1.0,-0.07117882014293
73,yeast_ml8.csv,1.779064956557716,0.9689697972693422,0.9689697972693422,yeast_ml8.csv,1.504059055,0.984233761,0.33006993,yeast_ml8.csv,1.500474623,0.025974026,0.0,yeast_ml8.csv,0.9510115080817998,-0.0072891484343625,1.0,0.1208327892133567,0.9510115080817998,-0.0087411830167558
