GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan,target
136.75957,195.69565,89.521736,511.26086,15.833251999999998,0
93.6875,220.85715,99.71429,677.0,8.729495,0
106.35581,218.62962,99.48148,719.5926,19.924206,0
139.23404,211.0,99.77778,588.6667,18.667328,0
183.28125,204.0,96.5,475.5,1.0,0
113.980835,188.72223,82.083336,456.0,16.625784,0
98.41964,210.28572000000003,97.57143,628.0,17.779833,0
149.3125,206.66667,94.833336,607.6667,27.373446,0
125.56912,222.70732,101.439026,775.13416,21.64281,0
111.44469,206.58621,94.344826,631.7931,25.20088,0
109.20833600000002,220.0,95.083336,757.4167,19.728716,0
139.49774,201.21428,88.07143,568.2143,22.322857,0
130.85794,201.77777,88.066666,471.84445,16.218508,0
141.57639,213.0,90.77778,721.7778,40.472214,0
106.289474,197.5,86.5,541.5,27.578548,0
133.61221,178.5,73.81579,347.28946,18.836536,0
140.39203999999998,204.0,96.0,583.0,21.85943,0
134.625,216.92857,98.71429,714.7143,12.613566,0
142.68182,210.27777000000003,93.94444,628.3333,25.658487,0
139.65909,211.54546,91.36363,679.8182,13.614528,0
140.75,213.6842,95.210526,756.3684,10.72755,0
138.65,203.2,88.0,641.2,39.85273,0
143.24107,186.71428,82.85714,467.57144000000005,27.102224,0
130.5917,192.78,85.4,540.5,24.079445,0
117.601746,220.95454,103.13637,673.1818,10.249773,0
112.66109,212.4,94.6,773.6,24.338903,0
122.06269,213.28572000000003,95.14286,557.0,22.679068,0
124.751854,229.64706,109.23529,806.17645,6.494608,0
122.188156,200.33333,90.0,631.0,22.214998,0
136.54305,200.57895,85.10526,450.73685,16.121423999999998,0
123.29235,205.69565,91.17391,481.08694,17.804016,0
100.36076,230.2,105.8,821.6,17.059015,0
113.27631,195.0,84.541664,467.41666,27.275854,0
127.67613,221.45454,103.09091,768.4545,28.989882,0
92.7625,206.4,98.0,717.2,26.229753,0
119.05851,227.72882,106.50848,744.37286,19.15983,0
94.875,223.25,102.25,753.5,13.160072,0
111.3,199.7,88.9,612.6,23.336882,0
159.86719,196.375,87.625,469.0,17.333134,0
162.1,221.0,99.0,612.0,11.757551,0
143.0,210.8421,99.63158,717.8947,37.098804,0
132.87378,198.92308,96.15385,549.53845,26.323881,0
148.65315,192.92857,89.71429,528.8571,17.552979999999998,0
124.5422,214.18367,101.12245,575.7755,20.198124,0
121.12914,220.42105,107.789474,767.0,23.223068,0
121.181816,203.18182,93.63637,592.4545,45.615532,0
137.71768,201.2973,92.75676,484.97296,20.546762,0
126.640625,221.75,101.25,591.0833,12.266712,0
128.51953,192.625,86.3125,589.25,18.738226,0
116.98356,224.5,102.190475,663.2381,20.160145,0
135.91441,212.57143,97.71429,677.8571,27.05135,0
116.9404,201.1579,88.31579,639.0526,13.9051,0
119.48493,199.65218,85.0,545.26086,47.957844,0
111.981064,202.17647,92.14706,680.1177,10.810454,0
118.04354,205.54762,93.166664,625.6667,36.937565,0
130.6771,174.98795,75.26505999999998,312.73495,12.141781,0
131.50116,200.88889,83.22222,631.4815,28.361423,0
117.69459,197.93878,88.02041,604.8571,17.209201999999998,0
117.405205,183.0,76.82353,399.4117700000001,21.051777,0
130.28618,193.75862,83.62069,522.5345,28.6482,0
149.55469,201.0,94.5,629.5,25.78002,0
133.23352,181.36363,75.818184,390.75,12.34683,0
110.28819,199.27777,82.22222,622.0555400000002,34.91617,0
136.44881999999998,204.4375,94.0,665.71875,23.847088,0
120.5,195.125,84.1875,558.75,39.47146,0
136.59458999999998,183.19048,78.71429,444.85715,13.192969,0
133.2382,194.03572,83.21429,554.0714,19.811483,0
130.24688999999998,183.19643,79.48214,440.26785,13.261102,0
140.98425,186.5,86.5,476.0,23.005095,0
125.52137,202.91891,88.21621999999998,575.32434,21.08219,0
112.02778,211.04347,92.21739,634.43475,23.235296,0
118.90458,196.54546,81.606064,516.42426,26.560534000000004,0
119.54295,195.3091,87.36363,519.34546,21.70737,0
130.51181,205.0,86.0,641.0,10.688048,0
136.32442,190.50705,80.77465,439.28168,15.012565,0
127.30754,178.06153999999995,72.96923000000002,352.43076,22.084377,0
141.55469,195.4375,86.0,492.5625,25.685522,0
147.54762,187.75,88.25,561.5,8.15092,0
117.44,194.53703,87.166664,448.96295,9.484537,0
126.934326,194.95238,90.61905,493.2381,24.070004,0
99.854164,189.22223,89.0,521.6667,18.296597,0
120.31176,190.4375,83.0625,431.97916,17.114607,0
140.25581,181.89473,75.31579,410.21054,16.079464,0
142.81076000000004,187.36111,80.166664,442.94446,16.44482,0
148.9125,181.0,78.2,451.4,18.655025,0
113.1875,184.8,74.6,383.7,24.97679,0
137.14935,186.41379,80.10345,392.6207,17.107967000000002,0
108.139244,181.0,86.4,453.8,27.728146,0
137.11458000000002,187.75,74.916664,493.08334,15.957409,0
133.4284,190.57143,87.375,586.0536,21.82698,0
100.322914,185.66667,77.0,527.0,19.995138,0
146.27206,187.29411,81.35294,547.41174,14.989962,0
133.47995,196.86208,85.29310600000002,580.0862,15.100151,0
118.5539,195.52942,85.70588000000002,505.11765,36.01672,0
147.2183,183.66667,84.666664,420.22223,13.112994,0
95.53125,197.1,87.7,565.1,18.055746,0
125.318054,182.86363,76.681816,449.72726,14.317027,0
113.943726,193.34483,86.48276,596.31036,17.279474,0
116.47029,194.86487,88.94594599999998,599.43243,24.106352,0
134.47322,195.78572,85.35714,526.2857,26.266394,0
139.89557,191.7,78.4,456.3,12.666787,0
128.82088000000002,177.92592,71.07406999999998,296.05554,12.153285,0
120.3121,189.2,82.2,418.1,34.497679999999995,0
119.88531,184.45714,81.51428,468.54285,35.333584,0
113.04691,253.03636,118.545456,794.92725,27.209806,0
140.28508,253.71428,117.190475,777.6667,23.21453,0
117.3193,257.02777000000003,121.77778,756.3611,18.725271,0
109.48707,246.27586,122.344826,824.1724,21.578936,0
115.206535,251.72917,120.5,763.1667,15.326935,0
116.014366,254.0,124.89473999999998,813.4386,10.788176,0
138.29861,256.4878,123.39024,805.90247,18.944641,0
141.55469,252.0,115.75,696.25,21.987211,0
127.26653,245.42857,114.74603,786.9365,19.686789,0
133.14067,228.27026,103.64865,632.7568,31.100136,0
118.0975,251.68,120.48,766.2,31.534262,0
109.46875,216.5,104.0,611.0,18.220104,0
135.0353,194.72917,82.979164,414.85416,17.7545,0
124.22916399999998,210.33333,110.66666399999998,457.0,17.211107000000002,0
135.20895,202.61818,94.70909,388.0182,27.492725,0
126.71852,215.41176,102.82353,610.05884,38.7958,0
117.87107,198.7,82.0,433.8,18.352861,0
148.04688000000004,196.75,94.125,481.0,18.389769,0
125.83067,216.39215,100.54902,532.1372700000002,22.46162,0
134.23663,209.29787,93.38298,580.5319,28.835964,0
111.874344,193.66667,93.5,484.83334,28.306236,0
112.45,246.2,114.0,699.6,25.895172,0
149.75,245.0,113.5,685.5,27.5,0
118.09375,200.0,95.5,518.0,22.0,0
122.82287,237.85715,111.89286,615.7143,17.33994,0
140.66666999999998,208.71428,98.14286,484.42856,15.399443,0
137.19841,215.625,99.125,464.625,24.020498,0
112.75667,184.0,79.36842,375.42105,26.515661,0
112.125,209.44,93.4,637.08,31.039433,0
109.375,202.0,82.0,302.0,16.498106,0
127.64127,225.3647,100.75294,669.6353,25.894127,0
137.10022,212.84483,95.87931,600.5862,29.689634,0
132.8656,196.92233,84.87379,388.74756,14.852751,0
108.545456,214.36363,91.63637,589.0909,13.667842000000002,0
97.38298,228.38889,103.611115,674.0,7.397864,0
122.80666,207.97368,90.0,421.42105,17.36565,0
142.70238,221.18182,93.0,538.36365,11.577979,0
133.19371,220.33333,97.0,587.3333,12.311636,0
106.788284,226.71428,103.14286,674.5,26.877367,0
110.66456,197.5,86.5,459.0,15.994061,0
119.36207,223.06897,100.206894,569.5172,25.071646,0
143.93274,215.89285,93.46429,645.6786,31.59679,0
156.08333000000005,228.0,103.0,725.0,24.82886,0
136.09,221.3158,98.47369,507.05264000000005,13.461343,0
113.40763,223.46341,97.439026,716.1707,24.920147,0
124.11143,222.47728,96.77273,495.97726,18.408361,0
108.99286,232.66667,109.22222,763.1111,16.18384,0
139.43124,216.5,96.5,724.5,11.832582,0
127.42908,189.61111,81.42593000000002,318.98148,18.324314,0
109.497025,223.57143,101.95238,645.5714,18.035112,0
141.20416,220.0,101.6,643.6667,37.418,0
147.54817,188.78947,82.73684,302.6842,11.627411,0
116.60305,226.73077,103.32051,677.64105,20.671787,0
114.67219,194.1579,87.63158,338.42105,15.188565,0
140.26326,233.69698,105.181816,717.0909,33.264309999999995,0
99.272156,234.6,96.8,676.0,23.551008,0
130.2298,192.52,88.2,367.48,13.049077,0
126.53125,193.05,87.35,422.1,17.321302,0
129.18675,224.04054,101.824326,591.9595,16.801098,0
121.02083600000002,230.86667000000003,104.26667,605.7,21.81969,0
96.57895,249.1579,111.26316,763.8421,20.509304,0
116.63214,243.25714,111.057144,705.17145,23.630213,0
116.42969,226.125,106.0,640.725,27.103033,0
132.11893999999998,201.875,90.825,385.175,23.071573,0
120.27442,247.10294,117.01471,823.9853,27.25882,0
119.80193,229.53847,104.38461,655.0769,36.684265,0
113.08333600000002,215.22223,96.22222,552.2778,25.292852,0
137.9252,236.6875,106.5,754.75,34.56493,0
139.82639,238.55556,109.11111499999998,762.3333,45.291103,0
135.1292,207.50685,95.87671,414.36987,17.499098,0
147.45403000000005,202.63637,96.40909,549.7727,19.930302,0
132.53217,219.1628,101.69768,682.51166,24.207727,0
139.74016,217.625,103.5,640.0,33.56128,0
124.53821,191.42105,79.36842,299.5263,12.291474,0
110.6021,207.45833,93.166664,456.125,14.414257999999998,0
134.49443,203.82353,92.02941,564.6177,19.2283,0
156.4375,237.85715,112.71429,828.1429,19.557346,0
97.82051,222.2,97.4,668.8,19.466894,0
140.5243,224.83333,97.666664,624.1111,28.377907,0
132.25694,233.0,106.66666399999998,616.3333,17.851236,0
146.91666999999995,251.33333,113.2,770.93335,31.877266,0
136.84508,224.11111,106.44444,651.2222,22.015146,0
141.20895,189.82353,81.64706,279.35294,13.410991,0
143.43015,222.11765,95.17647,498.7647,14.971022,0
116.242744,206.1282,93.30769,450.6282,17.331835,0
158.67873,208.28572,94.5,438.07144000000005,8.362025,0
127.65625,203.1,88.5,420.5,39.22614,0
134.90625,221.4,100.0,613.8,14.393054,0
103.17969,215.25,98.25,566.25,28.312708,0
119.34234,227.57143,106.71429,717.8571,28.60498,0
138.81028999999998,222.48718,100.0,581.28204,34.073536,0
114.99023400000002,213.78125,91.40625,587.6875,31.783447,0
137.5505,203.51163,86.11628,431.97675,19.066874,0
134.91965,206.14285,89.09524,480.42856,12.692777,0
113.67308,205.3077,95.69231,550.0769,22.102772,0
100.2375,214.6,100.4,603.8,11.625833,0
116.58937,219.53847,90.46154,559.3461,20.474548,0
126.828125,232.75,101.25,636.75,19.702475,0
106.94293,252.47826,114.08696,792.26086,14.37573,0
125.49063,255.3158,118.70175,814.7193,21.553644,0
140.53978,243.63637000000003,105.545456,749.8182,37.55987,0
112.10156,236.5,103.0,742.5,17.059525,0
143.20625,207.2,87.4,413.4,15.286923000000002,0
128.5853,201.60417,94.666664,454.64584,20.63758,0
117.25662,242.86842,112.52631,798.5,11.036737,0
123.344444,208.23529,92.35294,474.7647,39.021507,0
155.0625,220.0,98.0,555.0,10.498677,0
113.59135,216.15384,90.0,474.53845,27.013256,0
113.81618,218.23529,103.29412,655.05884,16.897410999999998,0
126.11925,231.53334,110.9,735.06665,15.510713,0
138.8807,209.56,89.96,526.44,29.728102000000003,0
137.63738999999998,192.75,85.46429,426.2143,15.259783,0
115.02404,226.42308,101.38461,709.61536,27.1351,0
148.9625,220.6,99.8,663.2,18.11077,0
132.80147,203.0,85.76923000000002,451.73077,10.248178,0
120.51667,217.53334,104.066666,463.6,12.354756,0
139.22154,196.58064,83.548386,444.41934,17.285027,0
115.06404,214.78432,98.92157,662.2353,33.233864000000004,0
129.2887,217.86667000000003,106.6,585.4,16.913373999999994,0
121.94141,207.0625,96.8125,637.75,18.75323,0
114.58499,229.34146,104.04878,683.36584,27.290491,0
140.61428999999998,210.5,92.59091,564.5,30.27672,0
138.66455,210.0,99.0,657.0,42.203793,0
134.66728,225.47058,100.29412,654.4706,29.77216,0
118.0625,195.4,85.8,489.0,15.551206,0
160.0625,237.66667,107.0,771.3333,18.660713,0
88.99107,218.42857,103.28571,617.0,9.007933,0
132.70535,214.85715,99.35714,581.5,31.911549,0
131.37617,222.35,102.8,621.75,41.41968,0
112.57286,217.28,103.08,651.0,29.190520000000006,0
121.03683999999998,215.95833,101.25,617.625,23.55888,0
129.47188,206.0,93.55,570.05,24.914051,0
111.99582,229.4,100.8,632.06665,18.585539,0
129.13194,231.22223,104.0,552.5555400000002,7.959775,0
136.32639,218.55556,99.111115,712.7778,16.990920000000006,0
132.19582,246.875,110.875,804.875,20.572367,0
135.5193,200.44444,90.80556,515.8889,12.661427,0
122.91139,203.0,91.0,517.0,26.069906,0
113.088135,236.0,100.789474,726.4211,17.156603,0
140.36,219.36363,99.454544,615.9545,33.725067,0
118.434784,213.3793,99.27586,641.7241,28.063162,0
132.55373,208.73914,94.30435,583.3913,20.604383,0
156.5868,250.0,117.5,811.7778,9.249625,0
126.86787,218.2381,102.0,663.5714,32.20618,0
99.458336,245.22223,117.77778,788.3333,6.707284,0
156.29113999999996,215.5,97.9,619.6,12.835887,0
131.71875,219.5,96.25,653.25,30.855736,0
138.80682,202.0,86.545456,447.0,27.215887,0
117.02927,194.46153,82.76923000000002,441.23077,46.74949,0
105.671875,229.16667,104.833336,791.0,21.29293,0
133.85143,236.40909,107.681816,796.2273,28.97163,0
133.44687,210.95,90.3,559.45,31.371124,0
109.45684,209.1,94.5,562.6667,25.52219,0
140.90446,195.3,85.7,498.0,12.924686,0
130.97916999999998,220.91667,99.083336,649.25,16.694976999999998,0
123.82572,218.2973,99.83784,650.7838,24.95527,0
138.95625,209.6,96.2,508.4,11.685889,0
130.69109,237.13559,112.23729,786.4068,23.919992,0
105.64488,242.81818,112.181816,762.0,35.86199600000001,0
137.0923,205.8868,90.79245,562.22644,24.130903,0
111.96457,199.8125,90.875,520.5625,29.570295,0
138.95428,211.27272,91.36363,549.63635,24.553534,0
141.5625,214.25,101.1,717.3,36.64188400000001,0
109.58484,234.77142,110.62857,819.6857,19.55768,0
113.553764,234.35715,103.58572,723.45715,30.281364,0
110.563156,235.5,101.333336,774.3333,16.697472,0
126.2342,239.0,106.70492,778.7541,20.083714,0
141.55905,201.0,86.0,467.5,27.800348,0
138.14346,186.8,83.8,351.0,15.887941,0
141.38038999999995,211.875,96.25,621.9375,15.77961,0
124.66406,222.91667,102.083336,764.5833,29.607033,0
143.61423,240.6207,105.655174,742.0345,43.26210800000001,0
101.7,227.0,105.0,697.0,38.58186,0
122.04511,217.96,100.2,617.28,19.179739,0
111.02446,238.91304,108.69565,777.6957,21.193144,0
144.16145,187.66667,88.833336,422.75,16.690607,0
147.12622,239.84616,104.88461,804.4231,24.183716,0
135.3473,193.04762,91.333336,459.0,17.743192999999994,0
122.050545,246.38272,113.93827,851.4074,23.537638,0
125.6875,232.63637000000003,104.545456,700.7273,15.131381,0
142.70833000000005,235.48148,106.25926,702.5555400000002,28.71572,0
141.53603,217.27272,98.13637,572.1818,7.965836,0
137.09166000000002,229.66667,106.33333600000002,724.3333,29.475113,0
114.16535,235.25,105.125,747.375,34.6193,0
138.45653,218.47826,97.17391,666.26086,27.873669,0
115.73144,235.33333,107.92157,728.3333,27.26555,0
123.901566,225.0,100.7,594.65,25.822035,0
108.96278999999998,231.81482000000003,107.44444,713.4444599999998,21.90383,0
117.81774,235.35898,111.28205,873.2564,21.863062,0
121.30208600000002,225.5,102.166664,773.3333,32.304109999999994,0
124.34588,223.08421,100.01053,665.1053,25.583702,0
132.02113,221.44444,103.0,764.0,24.117512,0
122.99244,244.08,111.32,732.4,20.351866,0
142.22916999999995,238.16667,113.16666399999998,917.5,12.535505,0
134.29891999999998,214.13043,95.95652,629.56525,31.05815,0
124.96063,204.0,97.5,498.0,13.056967,0
89.0875,230.0,99.8,739.2,10.244999,0
128.02391,243.0,112.25,827.5,14.857132,0
133.05382,216.28572000000003,102.57143,537.1429,20.779821,0
127.48319,242.4,110.26667,785.1333599999998,25.690119,0
152.65277,231.22223,111.0,778.8889,22.19832,0
123.067635,233.88461,111.34615,789.6539,23.73909,0
145.61539,243.61539,115.92308,816.46155,29.460434000000006,0
114.51219,229.27777000000003,107.33333600000002,743.1667,25.430855,0
153.49219,208.75,91.0,501.75,15.791117000000002,0
141.91072,232.0,100.42857,679.1429,39.178818,0
148.89583000000005,229.0,106.0,751.0,30.097988,0
138.8091,237.14285,108.28571,737.8571,34.88231,0
143.00961,216.3077,106.92308,537.0769,27.25097,0
150.53572,223.14285,101.28571,655.4286,27.776808000000006,0
115.52679,211.0,91.0,465.0,37.7489,0
119.296875,229.16667,108.08333600000002,660.25,34.223125,0
137.78906,218.0,93.25,543.75,13.105342,0
126.98958600000002,214.4,98.566666,563.1,31.16943,0
144.95535,216.85715,99.57143,622.1429,24.670586,0
124.33596,235.66667,115.125,642.125,26.936653000000003,0
113.97115,231.11539,104.76923,670.88464,32.243343,0
130.59822,217.02856,91.314285,560.6571700000002,24.124168,0
109.80417,226.33333,102.46667,662.3333,17.114515,0
145.46875,219.2,105.8,695.8,15.18025,0
136.23873999999998,224.57143,100.85714,664.1429,22.71204,0
165.19718999999995,218.11111,98.0,655.8889,22.420229,0
157.85938000000004,215.5,91.75,571.75,15.204851,0
116.31087,210.13792,89.79310600000002,574.2414,22.33546,0
94.125,247.0,123.0,865.0,14.153916,0
145.17796,218.46666,102.4,571.5333,27.516783,0
71.71875,209.0,97.0,565.0,7.0,0
112.69119,225.96153,102.42308,666.6731,34.046543,0
108.59375,232.9,99.5,671.2,30.450617,0
131.83862,227.6421,104.505264,655.7474,23.5537,0
142.34027,212.0,86.666664,552.8889,30.730259000000004,0
139.85585,217.85715,90.85714,569.8571,31.998165000000004,0
110.21528,220.16667,105.5,671.6667,18.268234,0
148.625,221.0,98.14286,663.2857,30.347647,0
105.87255,220.76923,101.76923,686.53845,27.062933,0
137.45,228.2,105.9,659.4,20.596115,0
117.47794,212.41176,104.47059,611.1177,34.97978,0
131.05382,244.42857,117.85714,767.7857,13.035274,0
137.28302,239.0,117.0,709.1,37.15764,0
134.61748,211.57143,94.190475,626.0952,19.419933,0
119.13089,232.58333,110.33333600000002,675.1667,26.568962,0
127.56222,229.06306,101.15315,764.1261,28.529655,0
120.71163,247.39215,111.33333600000002,851.3137,16.899527,0
129.45866,215.80852,97.46809,589.8298,24.589579,0
129.42519,184.72116,81.22115,373.30768,19.061516,0
140.29578,184.03703,75.92593000000002,291.96295,9.052658,0
142.4954,210.42857,93.28571,543.1429,24.31259,0
140.40909,225.66667,109.11111499999998,690.1111,29.514381,0
138.96355,207.29167,90.625,472.25,21.200064,0
138.90062,208.29268,93.82927,503.36584000000005,23.39847,0
131.14256,195.1,88.36667,461.4,24.221869,0
114.90104,212.16667,102.5,560.6667,27.213533,0
120.801506,216.4,98.36,613.92,31.756575,0
129.1302,221.94444,99.94444,651.6111,22.772358,0
113.259865,217.63158,96.92105,562.0263,24.957582,0
149.82291999999995,223.41667,102.166664,610.4167,21.975365,0
105.8125,198.0,83.0,413.0,12.218181,0
126.98158,201.64706,89.382355,487.2353,19.78789,0
138.3841,206.17857,98.64286,527.8214,18.545414,0
126.67667,202.73685,89.31579,495.0,22.799013,0
126.67532,230.72414,104.465515,720.0862,18.333164,0
142.10733000000005,207.625,91.541664,510.83334,17.50233,0
120.89839,205.37254,97.666664,533.27454,16.16583,0
122.988235,206.41861,91.790695,590.7907,25.471455,0
105.365,211.36,95.8,620.32,20.35658,0
114.1178,211.75,96.458336,557.5,21.466381,0
143.64157,206.8,92.17143,528.9429,25.764872,0
133.82856999999998,202.90909,95.90909,508.54544,15.473251,0
167.9125,213.0,88.0,639.0,8.109254,0
129.12259,215.76923,94.84615,657.53845,17.4487,0
124.10236,208.8125,92.0625,587.1875,17.432010000000002,0
124.888016,232.23611,107.13888500000002,721.3333,21.60118,0
135.6875,208.42857,92.85714,584.1429,15.211435,0
131.11548,202.80357,87.66071,514.2321,25.923037,0
133.33684,215.91667,97.25,690.8333,18.18806,0
116.014206,214.09091,93.181816,666.4545,28.68985,0
181.375,198.66667,88.666664,491.66666,2.624669,0
135.74265,226.76471,104.70588,754.67645,20.04435,0
119.91666399999998,230.5,102.0,774.8571,17.648785,0
151.38281,198.75,83.0,499.5,18.205425,0
167.0,230.0,109.5,753.5,9.283722,0
138.9858,220.5,93.13637,627.0909,38.386356,0
140.12083,200.86667,87.7,539.6667,31.157377,0
133.15616,211.73134,96.62687,609.8209,23.817602,0
100.79126,236.0,98.53846,726.8461,21.341406,0
145.60294,223.82353,98.52941,660.58826,42.48338,0
117.47396,247.83333,117.33333600000002,844.8333,17.658607,0
129.81917,229.44827,104.344826,691.89655,21.742249,0
138.11458000000002,212.0,94.833336,552.8333,37.2293,0
116.36,218.26315,97.36842,597.6316,28.648989,0
150.6625,241.2,104.0,752.5,29.227554,0
