Filename,Determinism_Default,Performance_Default,Determinism_CS2,Performance_CS2,Performance_Improve,Determinism_Improve
ionosphere,0.868797054423817,0.4288198757763976,0.928007817121382,0.7135687654476142,0.2847488896712166,0.05921076269756498
kc3,0.88414596404775,0.3775280898876404,0.943249604726332,0.3766110077598279,-0.0009170821278124963,0.05910364067858198
letter,0.6560621060424782,0.1252446376118441,0.8373492175493468,0.1089439528023598,-0.016300684809484295,0.1812871115068686
lungcancer_GSE31210,0.8262167783647977,0.2003024803387779,0.9158590459471144,0.2068965517241379,0.006594071385360001,0.08964226758231675
lympho,0.9011873787436808,0.5714285714285714,0.8794573522331864,0.1999999999999999,-0.3714285714285715,-0.021730026510494382
mw1,0.8376675022859205,0.283149330767212,0.9244227708684108,0.3038961038961039,0.020746773128891893,0.08675526858249039
optdigits,0.6657038210601307,0.0685289270046614,0.8325185496819639,0.1082088363858767,0.039679909381215295,0.16681472862183322
pc1,0.9437220446452876,0.2683695528501535,0.9657992111468888,0.2701888985759954,0.0018193457258418588,0.022077166501601186
pima,0.8186716160870188,0.2582726659925851,0.906227375814428,0.3220893130327091,0.06381664704012402,0.08755575972740925
satellite,0.851803202161601,0.4353280274362759,0.952675318525549,0.5692836253877964,0.1339555979515205,0.100872116363948
satimage-2,0.8155481355848105,0.2144518218312663,0.9138884726058628,0.2169199689880741,0.0024681471568078206,0.09834033702105227
thoracic_surgery,0.8305354779333423,0.1936192160330091,0.9234900327657256,0.3226633119001024,0.12904409586709328,0.09295455483238335
thyroid,0.8909681312161845,0.3764097445901193,0.9365015818932706,0.3882417582417582,0.01183201365163894,0.04553345067708614
vertebral,0.8412046494911662,0.0370370370370369,0.9244534311767972,0.0370370370370369,0.0,0.08324878168563099
visualizing_livestock,0.9069260058340226,0.0475106685633001,0.899864319023671,0.1666666666666666,0.1191559981033665,-0.007061686810351575
vowels,0.665876151054488,0.1994662480376765,0.8442507245807918,0.1959162303664921,-0.0035500176711844023,0.1783745735263037
wbc,0.8986242205655623,0.4889538281706604,0.9541159503853642,0.5157931516422082,0.02683932347154777,0.05549172981980188
wine,0.7167224057480174,0.1391304347826086,0.8562386086651003,0.2461538461538461,0.10702341137123753,0.1395162029170829
